,Brand,Model Name,Display Size,Operating System,Picture Quality,Smart Tv,Sound Technology,Refresh Rate,Screen Type,Connectivity,Price
0,Mi,L40M8-5AIN,100 cm (40 inch),Google TV,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹20,999"
1,SONY,KD - 43X74K,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,"Clear Phase, S-Master Digital Amplifier, Dolby Audio",60 Hz,LED,3 HDMI | 2 USB,"₹37,990"
2,SONY,KD-55X74K,138.8 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹52,490"
3,SAMSUNG,UA55CUE70AKLXL,138 cm (55 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,3 (Rear) HDMI | 1 (Rear) USB,"₹42,990"
4,MOTOROLA,32HDGDMBSXP,80 cm (32 inch),Google TV,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹10,999"
5,MOTOROLA,43UHDGDMBSXP,109 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Digital, Dolby Digital Plus",60 Hz,LED,3 HDMI | 2 USB,"₹21,999"
6,Hisense,50E7K,126 cm (50 inch),VIDAA,"Ultra HD (4K), 3840 × 2160",Yes,"Dolby Atmos, Dolby Audio, Stereo Speaker",60 Hz,QLED,3 HDMI | 2 USB,"₹27,999"
7,MOTOROLA,65UHDGQMBSGQ,165 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Atmos, Dolby Digital, Dolby Digital Plus",60 Hz,QLED,3 HDMI | 2 USB,"₹40,999"
8,SONY,KD-43X64L,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 1 USB,"₹40,990"
9,MOTOROLA,40FHDGDMBSXP,102 cm (40 inch),Google TV,"Full HD, 1920 x 1080",Yes,"Dolby Digital, Dolby Digital Plus",60 Hz,LED,2 HDMI | 2 USB,"₹16,999"
10,Mi,L43M7-A2IN,108 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹25,990"
11,Hisense,50A7H,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹29,999"
12,SAMSUNG,UA55CUE60AKLXL,138 cm (55 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,3 HDMI | 1 USB,"₹41,990"
13,Vu,50GloLED,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,LED,3 HDMI | 2 USB,"₹32,999"
14,iFFALCON,iFF43Q73,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 1 USB,"₹25,999"
15,Acer,AR55GR2851UDFL,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹32,999"
16,realme,RMV2004,108 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹22,999"
17,LG,32LM565BPTA,80 cm (32 inch),WebOS,"HD Ready, 1366 x 768",Yes,Dolby Audio,50 Hz,LED,2 HDMI | 1 USB,"₹13,990"
18,OnePlus,65UC1A00,164 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Audio, Co-tuned with Dynaudio",60 Hz,LED,3 HDMI | 2 USB,"₹49,999"
19,Thomson,55OPMAXGT9030,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,LED,3 (Rear) HDMI | 2 (Rear) USB,"₹29,999"
20,Thomson,40RT1033,100 cm (40 inch),Android,"Full HD, 1080 x 1920",Yes,NA,60 Hz,LED,3 (Rear) HDMI | 2 (Rear) USB,"₹14,999"
21,SAMSUNG,UA43T5450AKXXL,108 cm (43 inch),Tizen,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,2 (Rear) HDMI | 1 (Rear) USB,"₹24,990"
22,LG,32LQ643BPTA,80 cm (32 inch),WebOS,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹14,990"
23,SAMSUNG,UA43AUE65AKXXL,108 cm (43 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Digital Plus,50 Hz,LED,3 (Rear) HDMI | 1 USB,"₹28,490"
24,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
25,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
26,MarQ,32HDNDQEE1B,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,499"
27,TOSHIBA,55M550LP,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹38,199"
28,Thomson,24Alpha001,60 cm (24 Inch),Linux,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 (Rear) HDMI | 2 USB,"₹6,299"
29,Mi,L55M8-A2IN,138 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Audio, DTS: Virtual X, DTS - HD, DTS X",60 Hz,LED,3 HDMI | 2 (Rear) USB,"₹37,999"
30,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
31,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
32,TOSHIBA,43C350MP,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹23,999"
33,Acer,AR43GR2841FDFL,108 cm (43 inch),Google TV,"Full HD, 1080 x 1920",Yes,Dolby Audio,60 Hz,LED,2 HDMI | 2 USB,"₹19,999"
34,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
35,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
36,Mi,L43M8-5XIN,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹32,999"
37,Blaupunkt,43QD7050,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹21,999"
38,TCL,50T6G,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 1 USB,"₹33,990"
39,MOTOROLA,50UHDGDMBSXP,127 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Digital, Dolby Digital Plus",60 Hz,LED,3 HDMI | 2 USB,"₹25,999"
40,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
41,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
42,Blaupunkt,24Sigma707,60 cm (24 inch),Linux,"HD Ready, 1366 x 768",Yes,Surround Sound,60 Hz,LED,2 (Rear) HDMI | 2 USB,"₹6,299"
43,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
44,KODAK,65CAPRO5099,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹42,999"
45,SAMSUNG,UA32T4340AKXXL / UA32T4340BKXXL,80 cm (32 inch),Tizen,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 HDMI | 1 USB,"₹15,990"
46,Acer,AR50GR2851UDFL,127 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹26,999"
47,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
48,Mi,L43M7-EAIN,108 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,Dolby Audio,60 Hz,LED,2 HDMI | 2 USB,"₹23,999"
49,SENS,SENS32WASHD,80 cm (32 inch),Android,"HD Ready, 1366 * 768",Yes,Dolby Audio,60 Hz,LED,2 HDMI | 2 USB,"₹8,999"
50,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
51,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
52,Thomson,32TM3290,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,"No, No",60 Hz,LED,2 HDMI | 2 USB,"₹7,999"
53,KODAK,32HDX7XPRO,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 Rear HDMI | 2 USB,"₹9,499"
54,Thomson,40RT1033,100 cm (40 inch),Android,"Full HD, 1080 x 1920",Yes,NA,60 Hz,LED,3 (Rear) HDMI | 2 (Rear) USB,"₹14,999"
55,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
56,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
57,MOTOROLA,43FHDGDMBSXP,109 cm (43 inch),Google TV,"Full HD, 1920 x 1080",Yes,"Dolby Digital, Dolby Digital Plus",60 Hz,LED,2 HDMI | 2 USB,"₹17,999"
58,Vu,43GA-Android,108 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,"Dolby Audio, DTS Virtual X",60 Hz,LED,2 HDMI | 2 USB,"₹24,990"
59,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
60,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
61,Sansui,JSW55ASUHD,140 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio and DTS Studio Sound,60 Hz,LED,3 HDMI | 2 USB,"₹32,490"
62,SAMSUNG,UA43T5450AKXXL,108 cm (43 inch),Tizen,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,2 (Rear) HDMI | 1 (Rear) USB,"₹24,990"
63,LG,55UR7500PSC,139 cm (55 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹42,990"
64,Thomson,65OPMAX9033,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹42,999"
65,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
66,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
67,Coocaa,55S3U-Pro,138 cm (55 inch),Coolita,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Audio, Multi Channel True Surround Sound",60 Hz,LED,3 HDMI | 2 USB,"₹23,999"
68,SAMSUNG,UA32T4010ARXXL,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 HDMI | 1 USB,"₹13,990"
69,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
70,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
71,SAMSUNG,QA65LS03BAKLXL,163 cm (65 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,100 Hz,QLED,4 Rear HDMI | 2 USB,"₹1,30,499"
72,Acer,AR32NSV53HDFL,80.01 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,3 (Rear) HDMI | 2 (Rear) USB,"₹7,999"
73,Compaq,CQ4300FHDAB,108 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹14,999"
74,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
75,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
76,InnoQ,IN40-BSDLX,102 cm (40 inch),Android Based,"Full HD, 1920 x 1080",Yes,Powered By Thunder Audio,60 Hz,LED,1 Rear HDMI | 2 USB,"₹12,990"
77,MOTOROLA,32HDGDMBSXP,80 cm (32 inch),Google TV,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹10,999"
78,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
79,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
80,Thomson,50PATH1010BL,126 cm (50 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Surround Sound,60 Hz,LED,3 HDMI | 2 USB,"₹22,999"
81,Compaq,CQV55AX1UD,140 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,999"
82,Dyanora,DY-LD24H4S,60 cm (24 inch),Linux based,"HD Ready, 1366 x 768",Yes,Surround,60 Hz,LED,2 (Rear) HDMI | 2 (Rear) USB,"₹6,799"
83,LG,43NANO73SQA,108 cm (43 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹38,990"
84,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
85,Dyanora,DY-LD32H4S,80 cm (32 Inch),Linux,"HD Ready, 1366 x 768",Yes,Surround,60 Hz,LED,2 (Rear) HDMI | 2 USB,"₹8,399"
86,iFFALCON,55K31,138.78 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio MS 12,60 Hz,LED,3 HDMI | 2 USB,"₹41,699"
87,Sansui,JSW43ASUHD,109 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio and DTS Studio Sound,60 Hz,LED,3 HDMI | 2 USB,"₹24,430"
88,MarQ,32HDNDQEE1B,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,499"
89,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
90,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
91,TOSHIBA,50C350MP,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹30,999"
92,realme,TV 32,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,DOLBY,60 Hz,LED,3 HDMI | 2 USB,"₹11,999"
93,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
94,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
95,TCL,65P635,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2161",Yes,Dolby Audio MS 12Y,60 Hz,LED,3 HDMI | 1 USB,"₹47,990"
96,Hisense,43A6K,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,999"
97,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
98,Acer,AR55GR2851VQD,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 HDMI | 2 USB,"₹36,999"
99,iFFALCON,iFF50Q73,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 1 USB,"₹31,999"
100,Blaupunkt,50QD7010,126 cm (50 Inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹29,999"
101,Sansui,JSW55ASUHD,140 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio and DTS Studio Sound,60 Hz,LED,3 HDMI | 2 USB,"₹32,490"
102,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
103,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
104,SAMSUNG,QA55QE1CAKLXL,138 cm (55 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹61,990"
105,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
106,KODAK,65CAPRO5099,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹42,999"
107,Thomson,32TM3290,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,"No, No",60 Hz,LED,2 HDMI | 2 USB,"₹7,999"
108,LG,50UR7500PSC,126 cm (50 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹42,990"
109,Vu,43_GA-3 Yrs,108 cm (43 inch),Android,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,2 Rear HDMI | 2 Rear USB,"₹24,990"
110,Infinix,50X3,126 cm (50 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹25,999"
111,Sansui,JSWY32CSHD,80 cm (32 inch),Linux,"HD Ready, 1366 x 768",Yes,Dolby Audio,60 Hz,LED,3 HDMI | 1 USB,"₹13,500"
112,Thomson,50OPMAX9077,126 cm (50 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby MS 12, DTS Trusurround",60 Hz,LED,3 HDMI | 2 USB,"₹25,999"
113,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
114,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
115,Mi,L32M5-AL,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,DTS-HD,60 Hz,LED,3 HDMI | 2 USB,"₹14,999"
116,SAMSUNG,UA50CUE60AKLXL,125 cm (50 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,3 HDMI | 1 USB,"₹41,990"
117,TCL,32S5400,80.04 cm (32 inch),Google TV,"Full HD, 1920 x 1080",Yes,NA,60 Hz,LED,2 HDMI | 1 USB,"₹15,990"
118,MOTOROLA,40FHDGDMBSXP,102 cm (40 inch),Google TV,"Full HD, 1920 x 1080",Yes,"Dolby Digital, Dolby Digital Plus",60 Hz,LED,2 HDMI | 2 USB,"₹16,999"
119,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
120,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
121,Thomson,55OPMAXGT9030,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,LED,3 (Rear) HDMI | 2 (Rear) USB,"₹29,999"
122,TCL,65P635,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2161",Yes,Dolby Audio MS 12Y,60 Hz,LED,3 HDMI | 1 USB,"₹47,990"
123,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
124,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
125,MarQ,32HDNDMSVAB,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,No,60 Hz,LED,2 Rear HDMI | 2 USB,"₹7,999"
126,Dyanora,DY-LD32H4S,80 cm (32 Inch),Linux,"HD Ready, 1366 x 768",Yes,Surround,60 Hz,LED,2 (Rear) HDMI | 2 USB,"₹8,399"
127,Xiaomi,O55M7-Z2IN,138 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,OLED,3 HDMI | 2 USB,"₹74,999"
128,Sansui,JSY32ASHD,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,Dolby Audio,60 Hz,LED,3 HDMI | 2 USB,"₹10,999"
129,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
130,KODAK,75MT5044,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹98,888"
131,KODAK,32HDX7XPRO,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,3 Rear HDMI | 2 USB,"₹9,499"
132,Thomson,55OPMAX9055,139 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby MS 12, DTS Trusurround",60 Hz,LED,3 HDMI | 2 USB,"₹27,999"
133,MarQ,32HDNDQEE1B,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,499"
134,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
135,Mi,L32M5-AL,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,DTS-HD,60 Hz,LED,3 HDMI | 2 USB,"₹14,999"
136,Dyanora,DY-LD24H4S,60 cm (24 inch),Linux based,"HD Ready, 1366 x 768",Yes,Surround,60 Hz,LED,2 (Rear) HDMI | 2 (Rear) USB,"₹6,799"
137,iFFALCON,55K31,138.78 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio MS 12,60 Hz,LED,3 HDMI | 2 USB,"₹41,699"
138,LG,55UQ7550PSF,139 cm (55 inch),WebOS,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 1 USB,"₹45,490"
139,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
140,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
141,Sansui,JSW43ASUHD,109 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio and DTS Studio Sound,60 Hz,LED,3 HDMI | 2 USB,"₹24,430"
142,Vu,43GloLED,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,LED,3 (Rear) HDMI | 2 USB,"₹29,999"
143,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
144,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
145,iFFALCON,iFF40S53,101 cm (40 inch),Android,"Full HD, 1920 x 1080",Yes,Dolby Audio MS 12Y,60 Hz,LED,2 HDMI | 1 USB,"₹15,990"
146,InnoQ,IN40-BSDLX,102 cm (40 inch),Android Based,"Full HD, 1920 x 1080",Yes,Powered By Thunder Audio,60 Hz,LED,1 Rear HDMI | 2 USB,"₹12,990"
147,InnoQ,IN40-BSPRO,100 cm (40 inch),Android Based,"Full HD, 1920 x 1080",Yes,Powered By Thunder Audio,60 Hz,LED,1 Rear HDMI | 2 USB,"₹13,290"
148,Thomson,43PATH4545BL,108 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Surround Sound,60 Hz,LED,3 HDMI | 2 USB,"₹19,499"
149,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
